	X17.AAG	X5.FU	X5.FdUR	AG1478	Sigma.AKT1.2.inhibitor	Triciribine	AS.252424	AZD6244	BEZ235	BIBW2992	Baicalein	Bortezomib	CGC.11047	CGC.11144	CPT.11	Carboplatin	Cisplatin	Disulfiram	Docetaxel	Doxorubicin	ERKi.II..FR180304.	Epirubicin	Erlotinib	Etoposide	Everolimus	FTase.inhibitor.I	Fascaplysin	GSK923295	GSK1070916	GSK1120212	GSK1059868	GSK1838705	GSK461364	GSK2119563	GSK2126458	GSK2141795	GSK1059615	GSK650394	Lapatinib	Geldanamycin	Gemcitabine	Glycyl.H1152	ICRF.193	IKK.16	Ibandronate.sodium.salt	Imatinib	Gefitinib	Ixabepilone	LBH589	Lestaurtinib.CEP.701.	MG.132	MLN4924	Mebendazole	Methotrexate	NSC663284	NU6102	Nelfinavir	Nutlin.3a	Olomoucine.II	Oxaliplatin	Oxamflatin	PD98059	PF.2341066	PF.3084014	PF.3814735	PF.4691502	Paclitaxel	Pemetrexed	Purvalanol.A	L.779450	Rapamycin	Vorinostat	SB.3CT	Ispinesib	Bosutinib	Sorafenib	Sunitinib.Malate	TCS.PIM.11	TCS2312.dihydrochloride	Topotecan	Tamoxifen	Temsirolimus	Trichostatin.A	Tykerb.IGF1R..1.1.	VX.680	Valproic.acid	Velcade	Vinorelbine	XRP44X	ZM447439
ERK25/adap_multi/pathway_activity_testset.csv	0.190909091	-0.236363636	-0.681818182	-0.339626737	0.554545455	0.013698773	0.866442251	-0.475854333	0.101156108	-0.072727273	0.19134446	0.337130715	0.181818182	0.227272727	-0.259681767	-0.181818182	-0.427272727	-0.037219368	-0.372727273	-0.290909091	0.515987114	-0.336363636	-0.241458485	-0.554545455	0.318181818	-0.211057941	0.581818182	-0.209090909	-0.246014306	-0.514869798	0.300684151	-0.336363636	-0.263636364	0.090909091	0.009090909	0.341686536	0.209090909	-0.561640208	0.16208864	-0.263636364	-0.281818182	-0.42203611	-0.22111389	-0.18678864	0.318181818	0.172727273	-0.309090909	0.072727273	0.560365919	0.392698158	-0.605924123	0.378133099	0.127272727	-0.560120205	-0.1	-0.378999385	0.114156441	-0.378133099	-0.041002384	-0.146120245	0.624147405	0.144471399	-0.514807714	0.743522396	-0.545454545	0.290909091	-0.245454545	-0.053935989	-0.295573403	0.324204293	0.636363636	0.902052454	0.305607962	-0.451026227	0.022779102	-0.209090909	-0.223235203	0.028675657	0.309090909	-0.336363636	0.316227766	0.381818182	0.809090909	-0.127855214	-0.309090909	0.672727273	0.19590028	-0.245454545	0.013667461	-0.127272727
ERK25/nonadap_multi/pathway_activity_testset.csv	0.154545455	-0.281818182	-0.718181818	-0.288450105	0.563636364	0.027397546	0.866442251	-0.485767965	0.151734162	0.018181818	0.145786255	0.346242356	0.172727273	0.209090909	-0.346242356	-0.236363636	-0.5	-0.069786316	-0.454545455	-0.363636364	0.561649691	-0.4	-0.227791024	-0.618181818	0.336363636	-0.291460966	0.554545455	-0.290909091	-0.337130715	-0.505335172	0.332574895	-0.372727273	-0.336363636	0.027272727	0.045454545	0.378133099	0.181818182	-0.601402347	0.238365647	-0.309090909	-0.354545455	-0.449560204	-0.273760055	-0.241458485	0.345454545	0.190909091	-0.281818182	-0.018181818	0.605924123	0.31050552	-0.637814867	0.414579663	0.045454545	-0.505595229	-0.072727273	-0.461192023	0.196349079	-0.437358766	-0.00455582	-0.196349079	0.583145021	0.05778856	-0.605924123	0.669170156	-0.636363636	0.309090909	-0.336363636	-0.053935989	-0.362315784	0.283107974	0.627272727	0.879273352	0.240782031	-0.533030996	0.063781487	-0.3	-0.314351613	-0.009558552	0.263636364	-0.390909091	0.273105798	0.363636364	0.763636364	-0.114156441	-0.390909091	0.681818182	0.214123562	-0.290909091	-0.054669846	-0.145454545
ERK250/adap_adap_multi/pathway_activity_testset.csv	-0.145454545	-0.527272727	-0.845454545	-0.148877474	0.618181818	-0.168951533	0.792702485	-0.386631646	0.427614456	0.336363636	-0.19134446	0.328019074	0.081818182	0.027272727	-0.487472791	-0.290909091	-0.581818182	-0.241925895	-0.572727273	-0.5	0.767131285	-0.436363636	-0.18678864	-0.745454545	0.463636364	-0.422115882	0.536363636	-0.290909091	-0.496584432	-0.467196669	0.428247125	-0.554545455	-0.318181818	0.136363636	0.381818182	0.683373071	0.181818182	-0.685896891	0.572077554	-0.527272727	-0.318181818	-0.33028913	-0.178996959	-0.396356381	0.490909091	0.263636364	-0.081818182	-0.063636364	0.687928892	0.301373005	-0.687928892	0.441914586	0	-0.252797615	-0.209090909	-0.575348464	0.127855214	-0.519363534	-0.200456101	-0.324204293	0.423691304	-0.077051413	-0.583145021	0.545249757	-0.718181818	0.590909091	-0.545454545	0.175291964	-0.390919662	0.127855214	0.627272727	0.842826788	-0.185216947	-0.528475175	0.168565358	-0.390909091	-0.5785892	0.014337828	0.309090909	-0.581818182	0.172487872	0.354545455	0.481818182	0.009132515	-0.490909091	0.627272727	0.241458485	-0.236363636	-0.145786255	-0.063636364
ERK250/adap_multi/pathway_activity_testset.csv	0.218181818	-0.2	-0.527272727	-0.265188	0.627272727	0.173517791	0.765050073	-0.272624878	0.23449825	0.027272727	0.209567742	0.28701669	0.345454545	0.290909091	-0.054669846	-0.063636364	-0.427272727	0.018609684	-0.263636364	-0.063636364	0.625577298	-0.181818182	-0.109339691	-0.381818182	0.409090909	-0.11055416	0.590909091	-0.154545455	-0.28701669	-0.295573403	0.38268892	-0.281818182	-0.181818182	0.209090909	0.090909091	0.296128331	0.336363636	-0.357859248	0.085811633	-0.036363636	-0.190909091	-0.385337318	-0.010529233	-0.182232819	0.263636364	-0.018181818	-0.154545455	0.263636364	0.619591585	0.502288341	-0.396356381	0.428247125	0.272727273	-0.431242989	-0.018181818	-0.237445398	0.146120245	-0.19590028	-0.022779102	-0.095891411	0.665149789	0.221522812	-0.587700841	0.619601996	-0.5	0.281818182	-0.190909091	0.013483997	-0.314642654	0.337903066	0.572727273	0.842826788	0.444520672	-0.300684151	0.086560589	-0.2	-0.182232819	0.043013485	0.163636364	-0.181818182	0.45996766	0.490909091	0.663636364	0.036530061	-0.236363636	0.718181818	0.309795792	-0.063636364	0.18678864	-0.245454545
ERK250/nonadap_multi/pathway_activity_testset.csv	0.309090909	-0.118181818	-0.481818182	-0.325669474	0.581818182	0.182650306	0.755832602	-0.272624878	0.211508225	-0.045454545	0.227791024	0.232346844	0.309090909	0.309090909	-0.063781487	-0.090909091	-0.436363636	0.069786316	-0.318181818	-0.081818182	0.598179752	-0.172727273	-0.141230435	-0.390909091	0.354545455	-0.060302269	0.618181818	-0.136363636	-0.255125947	-0.295573403	0.364465638	-0.218181818	-0.163636364	0.190909091	0.063636364	0.214123562	0.3	-0.357859248	0.019069252	-0.054545455	-0.209090909	-0.385337318	-0.010529233	-0.141230435	0.254545455	0.045454545	-0.209090909	0.218181818	0.587700841	0.46575828	-0.423691304	0.492028611	0.190909091	-0.431242989	-0.027272727	-0.219180367	0.196349079	-0.232346844	-0.00455582	-0.07762638	0.656038149	0.144471399	-0.5785892	0.63942926	-0.481818182	0.236363636	-0.236363636	0.013483997	-0.286038777	0.36986687	0.563636364	0.856494249	0.425998977	-0.323463254	0.077448948	-0.154545455	-0.132118794	0.071689142	0.154545455	-0.154545455	0.44559367	0.418181818	0.709090909	0.004566258	-0.209090909	0.727272727	0.300684151	-0.1	0.214123562	-0.227272727
ERK50/adap_adap_multi/pathway_activity_testset.csv	-0.145454545	-0.509090909	-0.854545455	-0.116310526	0.663636364	-0.127855214	0.84800731	-0.421329358	0.400026426	0.336363636	-0.127562973	0.323463254	0.090909091	-0.018181818	-0.428247125	-0.227272727	-0.536363636	-0.251230737	-0.5	-0.445454545	0.69863742	-0.436363636	-0.19134446	-0.690909091	0.463636364	-0.472367773	0.518181818	-0.281818182	-0.460137868	-0.486265921	0.48291697	-0.590909091	-0.309090909	0.154545455	0.327272727	0.687928892	0.172727273	-0.646134753	0.562542928	-0.418181818	-0.3	-0.366987922	-0.178996959	-0.38268892	0.445454545	0.2	-0.081818182	0.027272727	0.683373071	0.328770551	-0.678817251	0.373577279	0.090909091	-0.38167483	-0.236363636	-0.575348464	0.054795092	-0.487472791	-0.214123562	-0.242011655	0.455582048	0.067419986	-0.624147405	0.589861101	-0.718181818	0.518181818	-0.445454545	0.175291964	-0.390919662	0.136987729	0.590909091	0.833715147	-0.055565084	-0.48291697	0.177676999	-0.4	-0.546698457	-0.023896381	0.290909091	-0.581818182	0.201235851	0.4	0.554545455	-0.018265031	-0.490909091	0.627272727	0.200456101	-0.172727273	-0.113895512	-0.118181818
ERK50/adap_multi/pathway_activity_testset.csv	0.309090909	-0.2	-0.527272727	-0.376846105	0.518181818	0.146120245	0.700527778	-0.237927167	0.262086279	0.018181818	0.045558205	0.264237588	0.309090909	0.363636364	-0.246014306	-0.2	-0.536363636	0.027914526	-0.527272727	-0.218181818	0.712336193	-0.263636364	-0.159453717	-0.481818182	0.327272727	-0.090453403	0.618181818	-0.209090909	-0.364465638	-0.276504151	0.323463254	-0.181818182	-0.227272727	0.127272727	0.181818182	0.282460869	0.263636364	-0.42744299	0.133484762	-0.245454545	-0.309090909	-0.366987922	-0.07370463	-0.19134446	0.372727273	0.218181818	-0.218181818	0.072727273	0.610479944	0.3881319	-0.501140252	0.628703226	0.027272727	-0.312279406	-0.036363636	-0.319638035	0.337903066	-0.369021459	-0.013667461	-0.182650306	0.546698457	-0.086682839	-0.637814867	0.520465677	-0.590909091	0.3	-0.472727273	0.080903983	-0.314642654	0.269409201	0.545454545	0.879273352	0.212999489	-0.432802945	0.123007153	-0.209090909	-0.218679383	0.071689142	0.136363636	-0.218181818	0.416845692	0.309090909	0.6	0.082192638	-0.272727273	0.681818182	0.38268892	-0.172727273	0.123007153	-0.127272727
ERK50/nonadap_multi/pathway_activity_testset.csv	0.309090909	-0.2	-0.527272727	-0.376846105	0.518181818	0.146120245	0.700527778	-0.237927167	0.262086279	0.018181818	0.045558205	0.264237588	0.309090909	0.363636364	-0.246014306	-0.2	-0.536363636	0.027914526	-0.527272727	-0.218181818	0.712336193	-0.263636364	-0.159453717	-0.481818182	0.327272727	-0.090453403	0.618181818	-0.209090909	-0.364465638	-0.276504151	0.323463254	-0.181818182	-0.227272727	0.127272727	0.181818182	0.282460869	0.263636364	-0.42744299	0.133484762	-0.245454545	-0.309090909	-0.366987922	-0.07370463	-0.19134446	0.372727273	0.218181818	-0.218181818	0.072727273	0.610479944	0.3881319	-0.501140252	0.628703226	0.027272727	-0.312279406	-0.036363636	-0.319638035	0.337903066	-0.369021459	-0.013667461	-0.182650306	0.546698457	-0.086682839	-0.637814867	0.520465677	-0.590909091	0.3	-0.472727273	0.080903983	-0.314642654	0.269409201	0.545454545	0.879273352	0.212999489	-0.432802945	0.123007153	-0.209090909	-0.218679383	0.071689142	0.136363636	-0.218181818	0.416845692	0.309090909	0.6	0.082192638	-0.272727273	0.681818182	0.38268892	-0.172727273	0.123007153	-0.127272727
ERK75/adap_adap_multi/pathway_activity_testset.csv	-0.190909091	-0.545454545	-0.836363636	-0.139572632	0.636363636	-0.141553987	0.824963633	-0.421329358	0.400026426	0.327272727	-0.173121178	0.309795792	0.054545455	0	-0.464693689	-0.3	-0.590909091	-0.241925895	-0.527272727	-0.490909091	0.75799877	-0.463636364	-0.200456101	-0.718181818	0.436363636	-0.422115882	0.554545455	-0.3	-0.487472791	-0.514869798	0.473805329	-0.572727273	-0.327272727	0.163636364	0.336363636	0.67426143	0.2	-0.685896891	0.562542928	-0.5	-0.309090909	-0.357813224	-0.178996959	-0.414579663	0.427272727	0.218181818	-0.072727273	0	0.701596353	0.374433127	-0.701596353	0.38724474	0.072727273	-0.30732259	-0.254545455	-0.54338466	0.068493865	-0.451026227	-0.227791024	-0.333336808	0.492028611	0	-0.57403338	0.589861101	-0.709090909	0.563636364	-0.490909091	0.175291964	-0.390919662	0.127855214	0.618181818	0.842826788	-0.111130168	-0.496584432	0.09567223	-0.372727273	-0.569477559	-0.023896381	0.327272727	-0.618181818	0.244357819	0.363636364	0.490909091	0.009132515	-0.481818182	0.645454545	0.177676999	-0.218181818	-0.123007153	-0.090909091
ERK75/adap_multi/pathway_activity_testset.csv	0.272727273	-0.163636364	-0.518181818	-0.274492842	0.590909091	0.196349079	0.755832602	-0.28253851	0.262086279	0.045454545	0.182232819	0.241458485	0.3	0.290909091	-0.150342076	-0.145454545	-0.509090909	0.037219368	-0.4	-0.154545455	0.643842329	-0.236363636	-0.127562973	-0.454545455	0.372727273	-0.140705294	0.590909091	-0.218181818	-0.346242356	-0.286038777	0.396356381	-0.254545455	-0.236363636	0.127272727	0.1	0.250570126	0.272727273	-0.397621386	0.095346259	-0.1	-0.281818182	-0.412861412	-0.063175397	-0.19590028	0.281818182	0.063636364	-0.181818182	0.127272727	0.633259046	0.383565643	-0.455582048	0.528475175	0.109090909	-0.376718014	0	-0.301373005	0.278541717	-0.29157251	0.031890743	-0.127855214	0.615035764	0.05778856	-0.66970561	0.565077021	-0.572727273	0.254545455	-0.327272727	0.013483997	-0.352781158	0.328770551	0.554545455	0.833715147	0.361173046	-0.405468022	0.118451332	-0.245454545	-0.223235203	0.033454933	0.109090909	-0.209090909	0.402471702	0.4	0.663636364	0.018265031	-0.290909091	0.736363636	0.318907433	-0.145454545	0.145786255	-0.245454545
ERK75/nonadap_multi/pathway_activity_testset.csv	0.272727273	-0.163636364	-0.518181818	-0.274492842	0.590909091	0.196349079	0.755832602	-0.28253851	0.262086279	0.045454545	0.182232819	0.241458485	0.3	0.290909091	-0.150342076	-0.145454545	-0.509090909	0.037219368	-0.4	-0.154545455	0.643842329	-0.236363636	-0.127562973	-0.454545455	0.372727273	-0.140705294	0.590909091	-0.218181818	-0.346242356	-0.286038777	0.396356381	-0.254545455	-0.236363636	0.127272727	0.1	0.250570126	0.272727273	-0.397621386	0.095346259	-0.1	-0.281818182	-0.412861412	-0.063175397	-0.19590028	0.281818182	0.063636364	-0.181818182	0.127272727	0.633259046	0.383565643	-0.455582048	0.528475175	0.109090909	-0.376718014	0	-0.301373005	0.278541717	-0.29157251	0.031890743	-0.127855214	0.615035764	0.05778856	-0.66970561	0.565077021	-0.572727273	0.254545455	-0.327272727	0.013483997	-0.352781158	0.328770551	0.554545455	0.833715147	0.361173046	-0.405468022	0.118451332	-0.245454545	-0.223235203	0.033454933	0.109090909	-0.209090909	0.402471702	0.4	0.663636364	0.018265031	-0.290909091	0.736363636	0.318907433	-0.145454545	0.145786255	-0.245454545
																																																																																										
Negative Correlations: I think it means high pathway activty correlates with lower GC50 (responsive)																																																																																										
Postive Correlation: I think it maans higher pathway activty correlates with higher GC50 (not responsive)																																																																																										
																																																																																										
All of the predictions are pretty similar in terms of correlations…																																																																																										
But adaptive apative seems to be working the best																																																																																										
adap																																																																																										
